,date,tweet_count,daily_sent,charliebilello,huobiglobal,binance,vitalikbuterin,coinmarketcap,eth_classic,grayscale,investingcom,scottmelker,justinsuntron
2020-04-17,2020-04-17,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-16,2020-04-16,1,0.5511,0,0,0,0,0,0,0,0,0,0
2020-04-15,2020-04-15,2,0.125,0,0,0,0,0,0,0,0,0,0
2020-04-14,2020-04-14,3,-0.005166666666666671,0,0,0,0,1,0,0,0,0,0
2020-04-13,2020-04-13,1,0.5719,0,0,0,0,0,0,0,0,1,0
2020-04-12,2020-04-12,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-09,2020-04-09,1,0.6705,0,0,0,0,0,0,0,0,0,0
2020-04-07,2020-04-07,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-04-01,2020-04-01,2,0.60895,0,0,0,1,0,0,0,0,0,0
2020-03-31,2020-03-31,2,0.17,0,0,0,1,0,0,0,0,0,0
2020-03-30,2020-03-30,3,0.08460000000000001,0,0,1,0,0,0,0,0,0,0
2020-03-25,2020-03-25,1,0.0,0,0,1,0,0,0,0,0,0,0
2020-03-24,2020-03-24,2,0.4221,0,0,0,1,0,0,0,0,0,0
2020-03-23,2020-03-23,1,0.0,0,0,1,0,0,0,0,0,0,0
2020-03-21,2020-03-21,1,0.0,0,0,0,1,0,0,0,0,0,0
2020-03-20,2020-03-20,1,0.34,0,0,0,0,0,0,0,0,0,0
2020-03-19,2020-03-19,3,0.47866666666666663,0,0,1,0,0,0,0,0,0,1
2020-03-18,2020-03-18,1,0.0,0,0,1,0,0,0,0,0,0,0
2020-03-17,2020-03-17,2,0.0,0,0,0,0,0,1,0,0,0,0
2020-03-12,2020-03-12,2,-0.42255,0,0,0,0,0,0,0,0,0,0
2020-03-10,2020-03-10,2,-0.17055,0,0,0,0,0,1,0,0,0,0
2020-03-09,2020-03-09,1,0.8513,0,0,0,0,0,0,0,0,0,0
2020-03-06,2020-03-06,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-03-05,2020-03-05,1,0.2263,0,0,0,0,0,0,0,0,0,0
2020-03-04,2020-03-04,1,0.5574,0,0,0,0,0,0,0,0,0,0
2020-03-03,2020-03-03,4,0.01865,0,0,0,0,0,0,0,0,0,0
2020-03-02,2020-03-02,6,0.3056,0,0,0,0,0,0,0,0,0,0
2020-03-01,2020-03-01,1,0.5106,0,0,0,0,0,1,0,0,0,0
2020-02-29,2020-02-29,7,0.06994285714285715,0,0,0,0,0,0,0,0,0,0
2020-02-28,2020-02-28,1,0.4574,0,0,0,0,0,0,0,0,0,0
2020-02-27,2020-02-27,2,0.5065,0,0,0,0,0,1,0,0,0,0
2020-02-25,2020-02-25,1,0.4767,0,0,0,0,0,0,0,0,0,0
2020-02-24,2020-02-24,3,0.16743333333333332,0,0,0,0,0,1,1,0,0,0
2020-02-21,2020-02-21,1,0.3382,0,0,0,0,0,0,0,0,0,0
2020-02-20,2020-02-20,1,0.7717,0,0,0,0,0,0,0,0,0,0
2020-02-19,2020-02-19,1,-0.3595,0,0,0,0,0,0,0,0,0,0
2020-02-18,2020-02-18,2,-0.4302,0,0,0,0,0,0,0,0,0,0
2020-02-17,2020-02-17,2,0.29635,0,0,1,0,0,0,0,0,1,0
2020-02-15,2020-02-15,2,0.03395,0,0,1,0,0,0,0,0,0,0
2020-02-14,2020-02-14,1,0.2023,0,0,0,0,0,0,1,0,0,0
2020-02-13,2020-02-13,3,0.09143333333333332,0,0,0,0,0,0,1,0,0,0
2020-02-12,2020-02-12,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-02-11,2020-02-11,3,0.12106666666666667,0,0,0,0,0,0,0,0,0,0
2020-02-10,2020-02-10,1,0.6597,0,0,0,0,0,1,0,0,0,0
2020-02-09,2020-02-09,2,0.39495,0,0,0,0,0,0,0,0,0,0
2020-02-08,2020-02-08,2,0.64775,0,0,0,0,0,1,0,0,0,0
2020-02-07,2020-02-07,1,0.5106,0,0,0,0,0,0,0,0,0,0
2020-02-06,2020-02-06,4,0.20169999999999993,0,0,1,0,0,0,0,0,0,0
2020-02-05,2020-02-05,5,0.43563999999999997,0,0,0,0,0,1,0,0,1,0
2020-02-04,2020-02-04,1,0.0,0,0,0,1,0,0,0,0,0,0
2020-01-31,2020-01-31,2,0.0,0,0,1,0,0,0,0,0,0,0
2020-01-29,2020-01-29,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-28,2020-01-28,3,-0.21453333333333333,0,0,0,0,0,0,0,0,0,0
2020-01-27,2020-01-27,2,0.52105,0,0,0,0,0,0,0,0,0,0
2020-01-26,2020-01-26,2,0.541,0,0,0,0,0,1,0,0,0,0
2020-01-23,2020-01-23,1,0.0,0,0,1,0,0,0,0,0,0,0
2020-01-21,2020-01-21,1,-0.1027,0,0,0,0,0,1,0,0,0,0
2020-01-17,2020-01-17,1,0.1027,0,0,0,0,0,0,0,0,0,0
2020-01-16,2020-01-16,2,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-15,2020-01-15,1,0.1901,0,0,0,0,0,0,0,0,0,0
2020-01-14,2020-01-14,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-13,2020-01-13,1,0.3182,0,0,0,1,0,0,0,0,0,0
2020-01-12,2020-01-12,1,0.6249,0,0,0,0,0,1,0,0,0,0
2020-01-10,2020-01-10,2,-0.148,0,0,0,0,0,1,0,0,0,0
2020-01-09,2020-01-09,1,-0.296,0,0,0,0,0,0,0,0,0,0
2020-01-08,2020-01-08,1,0.658,0,0,0,0,0,1,0,0,0,0
2020-01-07,2020-01-07,2,0.41300000000000003,0,0,0,0,0,1,0,0,0,0
2020-01-06,2020-01-06,2,-0.36885,0,0,0,0,0,1,0,0,0,0
2020-01-05,2020-01-05,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-03,2020-01-03,1,0.0,0,0,0,0,0,0,0,0,0,0
2020-01-02,2020-01-02,4,0.7405999999999999,0,0,0,0,0,0,0,0,0,0
2020-01-01,2020-01-01,2,0.17435,0,0,0,0,0,0,0,0,0,0
2019-12-31,2019-12-31,2,0.21199999999999997,0,0,0,0,0,0,0,0,0,0
2019-12-30,2019-12-30,1,0.4019,0,0,1,0,0,0,0,0,0,0
2019-12-29,2019-12-29,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-12-27,2019-12-27,1,0.8625,0,0,0,0,0,0,0,0,0,0
2019-12-26,2019-12-26,2,-0.22235,0,0,0,0,0,0,0,0,0,0
2019-12-25,2019-12-25,1,0.4019,0,0,0,0,0,0,0,0,0,0
2019-12-24,2019-12-24,2,0.44035,0,0,0,0,0,1,0,0,0,0
2019-12-23,2019-12-23,1,0.8969,0,0,0,0,0,0,0,0,0,0
2019-12-20,2019-12-20,2,0.48339999999999994,0,0,0,0,0,1,0,0,0,0
2019-12-19,2019-12-19,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-12-17,2019-12-17,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-12-16,2019-12-16,2,0.4926,0,0,0,0,0,1,0,0,0,0
2019-12-13,2019-12-13,5,0.5185799999999999,0,0,0,0,0,1,1,0,0,0
2019-12-11,2019-12-11,2,0.1466,0,0,0,0,0,0,0,0,0,0
2019-12-10,2019-12-10,3,0.044300000000000006,0,0,0,0,0,1,0,0,0,0
2019-12-09,2019-12-09,3,-0.0014666666666666532,0,0,0,0,0,0,0,0,0,0
2019-12-08,2019-12-08,5,0.64528,0,0,0,0,0,0,0,0,0,0
2019-12-07,2019-12-07,1,0.4019,0,0,1,0,0,0,0,0,0,0
2019-12-06,2019-12-06,1,0.5574,0,0,0,0,0,0,0,0,0,0
2019-12-05,2019-12-05,3,0.5793333333333334,0,0,1,0,0,0,0,0,0,0
2019-12-04,2019-12-04,1,-0.9169,0,0,0,0,0,0,0,0,0,0
2019-12-02,2019-12-02,2,0.05295,0,0,0,0,0,0,0,0,0,0
2019-11-27,2019-11-27,2,0.20095,0,0,0,1,0,0,0,0,0,0
2019-11-26,2019-11-26,2,0.2202,0,0,0,0,0,1,0,0,0,0
2019-11-21,2019-11-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-20,2019-11-20,1,0.802,0,0,0,0,0,0,0,0,0,0
2019-11-18,2019-11-18,2,-0.148,0,0,0,0,0,0,0,0,0,0
2019-11-17,2019-11-17,1,0.4404,0,0,0,0,0,0,0,0,0,0
2019-11-16,2019-11-16,1,0.34,0,0,0,0,0,0,0,0,0,0
2019-11-15,2019-11-15,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-11-13,2019-11-13,1,-0.0516,0,0,0,0,0,0,0,0,0,0
2019-11-10,2019-11-10,1,0.8957,0,0,0,0,0,0,0,0,0,0
2019-11-08,2019-11-08,3,0.24163333333333334,0,0,0,0,0,0,0,0,0,0
2019-11-05,2019-11-05,2,0.23835,0,0,0,0,0,1,0,0,0,0
2019-11-04,2019-11-04,3,0.12246666666666665,0,0,0,0,0,1,0,0,0,0
2019-11-03,2019-11-03,1,-0.2732,0,0,0,0,0,0,0,0,0,0
2019-11-02,2019-11-02,1,-0.1027,0,0,0,0,0,0,0,0,0,0
2019-11-01,2019-11-01,1,0.7003,0,0,0,0,0,1,0,0,0,0
2019-10-31,2019-10-31,1,0.6249,0,0,0,0,0,0,0,0,0,0
2019-10-29,2019-10-29,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-27,2019-10-27,2,0.6348499999999999,0,0,0,0,0,1,0,0,0,0
2019-10-26,2019-10-26,3,0.5358666666666666,0,0,0,1,0,1,0,0,0,0
2019-10-25,2019-10-25,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-10-23,2019-10-23,1,0.128,0,0,0,0,0,1,0,0,0,0
2019-10-22,2019-10-22,1,0.7959,0,0,0,0,0,0,0,0,0,0
2019-10-21,2019-10-21,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-10-18,2019-10-18,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-10-17,2019-10-17,1,0.5719,0,0,0,0,0,1,0,0,0,0
2019-10-16,2019-10-16,1,-0.2023,0,0,0,0,0,0,0,0,0,0
2019-10-15,2019-10-15,1,0.0772,0,0,0,0,0,0,0,0,0,0
2019-10-14,2019-10-14,2,0.4201,0,0,0,0,0,1,0,0,0,0
2019-10-10,2019-10-10,1,0.5434,0,0,0,0,0,0,0,0,0,0
2019-10-09,2019-10-09,2,0.38885,0,0,0,1,0,0,0,0,0,0
2019-10-07,2019-10-07,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-10-06,2019-10-06,1,0.91,0,0,0,0,0,1,0,0,0,0
2019-10-05,2019-10-05,1,0.128,0,0,0,0,0,1,0,0,0,0
2019-10-03,2019-10-03,1,0.3182,0,0,0,0,0,1,0,0,0,0
2019-10-01,2019-10-01,1,-0.6369,0,0,0,0,0,0,0,0,0,0
2019-09-29,2019-09-29,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-09-27,2019-09-27,3,-0.06863333333333332,0,0,0,0,0,1,0,0,0,0
2019-09-26,2019-09-26,1,0.2716,0,0,0,0,0,0,0,0,0,0
2019-09-25,2019-09-25,2,0.57675,0,0,0,0,0,0,0,0,0,0
2019-09-24,2019-09-24,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-09-23,2019-09-23,3,0.0332,0,0,0,0,0,0,0,0,1,0
2019-09-19,2019-09-19,5,0.46392000000000005,0,0,0,0,0,1,0,0,0,0
2019-09-18,2019-09-18,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-09-17,2019-09-17,2,0.18380000000000002,0,0,0,0,0,0,0,0,0,0
2019-09-16,2019-09-16,2,0.042899999999999994,0,0,0,0,0,0,0,0,0,0
2019-09-13,2019-09-13,1,0.4215,0,0,0,0,0,1,0,0,0,0
2019-09-12,2019-09-12,2,0.1366,0,0,0,0,0,1,0,0,0,0
2019-09-11,2019-09-11,1,0.3612,0,0,0,0,0,0,0,0,0,0
2019-09-10,2019-09-10,1,0.8478,0,0,0,0,0,0,0,0,0,0
2019-09-09,2019-09-09,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-09-06,2019-09-06,2,0.0,0,0,0,0,0,0,0,0,0,0
2019-09-05,2019-09-05,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-09-04,2019-09-04,1,0.0772,0,0,0,0,0,0,0,0,0,0
2019-09-03,2019-09-03,1,0.5589,0,0,0,0,0,0,0,0,0,0
2019-09-01,2019-09-01,1,-0.296,0,0,0,0,0,0,0,0,0,0
2019-08-30,2019-08-30,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-08-28,2019-08-28,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-08-27,2019-08-27,1,-0.1027,0,0,0,0,0,1,0,0,0,0
2019-08-26,2019-08-26,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-08-24,2019-08-24,1,-0.3182,0,0,0,0,0,0,0,0,0,0
2019-08-22,2019-08-22,4,0.30805,0,0,0,0,0,0,0,0,0,0
2019-08-20,2019-08-20,1,0.6124,0,0,0,0,0,1,0,0,0,0
2019-08-19,2019-08-19,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-18,2019-08-18,2,0.13915,0,0,0,0,0,1,0,0,0,0
2019-08-17,2019-08-17,1,0.8288,0,0,0,0,0,0,0,0,0,0
2019-08-16,2019-08-16,1,-0.3736,0,0,0,0,0,0,0,0,0,0
2019-08-15,2019-08-15,1,0.7396,0,0,0,0,0,0,0,0,0,0
2019-08-10,2019-08-10,2,0.5559000000000001,0,0,0,0,0,0,0,0,0,0
2019-08-09,2019-08-09,2,-0.07655,0,0,0,0,0,0,0,0,0,0
2019-08-08,2019-08-08,1,0.7096,0,0,0,0,0,1,0,0,0,0
2019-08-04,2019-08-04,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-08-02,2019-08-02,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-08-01,2019-08-01,1,-0.2003,0,0,0,0,0,1,0,0,0,0
2019-07-31,2019-07-31,2,0.064,0,0,0,0,0,1,0,0,0,0
2019-07-30,2019-07-30,8,0.36000000000000004,0,0,1,0,0,1,0,0,0,0
2019-07-29,2019-07-29,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-07-28,2019-07-28,1,0.3182,0,0,0,0,0,0,0,0,0,0
2019-07-25,2019-07-25,2,0.60365,0,0,0,0,0,0,0,0,0,0
2019-07-24,2019-07-24,2,0.5889,0,0,0,0,0,1,0,0,0,0
2019-07-22,2019-07-22,2,0.0129,0,0,0,0,0,0,0,0,0,0
2019-07-21,2019-07-21,1,0.4526,0,0,0,0,0,0,0,0,0,0
2019-07-20,2019-07-20,1,0.5848,0,0,0,0,0,1,0,0,0,0
2019-07-19,2019-07-19,3,0.3551,0,0,0,0,0,0,0,0,0,0
2019-07-18,2019-07-18,1,0.7003,0,0,0,0,0,1,0,0,0,0
2019-07-17,2019-07-17,1,0.2716,0,0,0,0,0,0,0,0,0,0
2019-07-16,2019-07-16,1,-0.5751,0,0,0,0,0,0,0,0,0,0
2019-07-15,2019-07-15,2,0.4254,0,0,0,0,0,0,0,0,0,0
2019-07-12,2019-07-12,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-07-06,2019-07-06,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-07-04,2019-07-04,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-07-03,2019-07-03,2,-0.39995,0,0,0,0,0,1,0,0,0,0
2019-07-02,2019-07-02,1,0.4588,0,0,0,0,0,0,0,0,0,0
2019-06-30,2019-06-30,2,0.0465,0,0,0,0,0,0,0,0,0,0
2019-06-29,2019-06-29,2,0.2843,0,0,0,0,0,1,0,0,0,0
2019-06-27,2019-06-27,1,-0.1531,0,0,0,0,0,0,0,0,0,0
2019-06-26,2019-06-26,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-06-25,2019-06-25,1,0.7096,0,0,0,0,0,0,0,0,0,0
2019-06-23,2019-06-23,1,-0.1027,0,0,0,0,0,1,0,0,0,0
2019-06-22,2019-06-22,1,0.3802,0,0,0,0,0,1,0,0,0,0
2019-06-21,2019-06-21,2,0.1806,0,0,0,0,0,1,0,0,0,0
2019-06-20,2019-06-20,1,0.3612,0,0,0,0,0,0,0,0,0,0
2019-06-19,2019-06-19,2,0.34425,1,0,0,0,0,1,0,0,0,0
2019-06-18,2019-06-18,2,0.27225,0,0,0,0,0,1,0,0,0,0
2019-06-16,2019-06-16,1,0.4019,0,0,0,0,0,1,0,0,0,0
2019-06-14,2019-06-14,3,0.48583333333333334,0,0,0,0,0,0,0,0,0,0
2019-06-13,2019-06-13,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-06-12,2019-06-12,2,0.1334,0,0,0,0,0,0,0,0,0,0
2019-06-10,2019-06-10,1,0.8745,0,0,0,0,0,0,0,0,0,0
2019-06-07,2019-06-07,2,0.148,0,0,1,0,0,1,0,0,0,0
2019-06-06,2019-06-06,2,0.64785,0,0,0,0,0,1,0,0,0,0
2019-06-04,2019-06-04,4,0.175625,0,0,1,0,0,0,0,0,0,0
2019-06-03,2019-06-03,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-06-02,2019-06-02,1,0.4215,0,0,0,0,0,0,0,0,0,0
2019-05-31,2019-05-31,6,0.15953333333333333,0,0,0,0,0,1,0,0,0,0
2019-05-30,2019-05-30,1,0.7178,0,0,0,0,0,0,0,0,0,0
2019-05-29,2019-05-29,2,0.21075,0,0,0,0,0,0,0,0,0,0
2019-05-28,2019-05-28,2,0.42765,0,0,0,0,0,1,0,0,0,0
2019-05-27,2019-05-27,3,0.11010000000000002,1,0,0,0,0,0,0,0,0,0
2019-05-26,2019-05-26,1,0.3818,0,0,0,0,0,0,0,0,0,0
2019-05-24,2019-05-24,2,0.436,0,0,0,0,0,0,1,0,0,0
2019-05-23,2019-05-23,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-05-22,2019-05-22,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-21,2019-05-21,2,0.11175,0,0,0,0,0,0,0,0,0,0
2019-05-20,2019-05-20,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-19,2019-05-19,2,0.398,0,0,0,0,0,1,0,0,0,0
2019-05-17,2019-05-17,1,-0.5719,0,0,0,0,0,0,0,0,0,0
2019-05-16,2019-05-16,2,0.40045000000000003,0,0,0,0,0,1,0,0,0,0
2019-05-15,2019-05-15,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-05-14,2019-05-14,4,0.682625,0,0,0,0,0,1,0,0,0,1
2019-05-13,2019-05-13,1,0.2732,0,0,0,0,0,0,0,0,0,0
2019-05-11,2019-05-11,3,0.17806666666666668,0,0,0,0,0,1,0,0,0,0
2019-05-10,2019-05-10,2,0.42595,0,0,0,0,0,0,0,0,0,0
2019-05-08,2019-05-08,1,-0.631,0,0,0,0,0,0,0,0,0,0
2019-05-07,2019-05-07,4,0.1101,0,0,0,0,0,1,0,0,0,0
2019-05-06,2019-05-06,2,0.83295,0,0,0,0,0,0,0,0,1,0
2019-05-05,2019-05-05,1,0.8225,0,0,0,0,0,0,0,0,0,0
2019-05-02,2019-05-02,1,0.9463,0,0,0,0,0,1,0,0,0,0
2019-05-01,2019-05-01,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-04-28,2019-04-28,2,0.3609,0,0,0,0,0,1,0,0,0,0
2019-04-27,2019-04-27,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-04-26,2019-04-26,3,0.17020000000000002,0,0,0,0,0,1,0,0,0,0
2019-04-25,2019-04-25,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-04-23,2019-04-23,2,0.5537,0,0,0,0,0,1,0,0,0,0
2019-04-21,2019-04-21,1,-0.5106,0,0,0,0,0,1,0,0,0,0
2019-04-19,2019-04-19,2,-0.0258,0,0,0,0,0,1,0,0,0,0
2019-04-18,2019-04-18,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-04-16,2019-04-16,1,-0.4576,0,0,0,0,0,0,0,0,1,0
2019-04-14,2019-04-14,1,0.4199,0,0,0,0,0,0,0,0,0,0
2019-04-12,2019-04-12,1,0.34,0,0,0,0,0,1,0,0,0,0
2019-04-11,2019-04-11,4,0.100125,0,0,0,0,0,0,0,0,0,0
2019-04-10,2019-04-10,3,0.3582666666666667,0,0,0,0,0,1,0,0,0,0
2019-04-09,2019-04-09,2,0.2553,0,0,0,0,0,1,0,0,0,0
2019-04-08,2019-04-08,4,0.190075,0,0,0,0,0,1,0,0,0,0
2019-04-05,2019-04-05,1,0.5423,0,0,0,0,0,1,0,0,0,0
2019-04-04,2019-04-04,1,0.5859,0,0,0,0,0,1,0,0,0,0
2019-04-03,2019-04-03,2,0.0,0,0,0,0,0,0,0,0,1,0
2019-04-02,2019-04-02,1,0.34,0,0,0,0,0,1,0,0,0,0
2019-03-31,2019-03-31,2,0.24695,0,0,0,0,0,1,0,0,0,0
2019-03-29,2019-03-29,2,0.0885,0,0,0,0,0,1,0,0,0,0
2019-03-26,2019-03-26,1,0.2263,0,0,0,0,0,0,0,0,0,0
2019-03-24,2019-03-24,1,0.4215,0,0,0,0,0,1,0,0,0,0
2019-03-23,2019-03-23,3,0.02513333333333334,0,0,0,0,0,1,0,0,0,0
2019-03-22,2019-03-22,1,0.5563,0,0,0,0,0,1,0,0,0,0
2019-03-20,2019-03-20,1,0.1779,0,0,0,0,0,0,0,0,0,0
2019-03-18,2019-03-18,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-03-17,2019-03-17,2,0.41715,0,0,0,0,0,1,0,0,0,0
2019-03-15,2019-03-15,1,-0.8611,0,0,0,0,0,1,0,0,0,0
2019-03-14,2019-03-14,1,0.6249,0,0,0,0,0,0,0,0,0,0
2019-03-12,2019-03-12,1,0.3182,0,0,0,0,0,0,0,0,0,0
2019-03-11,2019-03-11,4,0.42829999999999996,0,0,0,0,0,0,0,0,0,0
2019-03-09,2019-03-09,2,0.0,0,0,0,0,0,1,0,0,0,0
2019-03-06,2019-03-06,2,0.12980000000000003,0,0,0,0,0,1,0,0,0,0
2019-03-05,2019-03-05,3,0.6014333333333334,0,0,0,0,0,1,0,0,0,0
2019-03-04,2019-03-04,2,0.55115,0,0,0,0,0,1,0,0,0,0
2019-02-28,2019-02-28,6,0.08844999999999999,0,0,0,0,0,0,0,0,0,0
2019-02-27,2019-02-27,1,0.9201,0,0,0,0,0,0,0,0,0,0
2019-02-26,2019-02-26,1,-0.7906,0,0,0,0,0,0,0,0,0,0
2019-02-25,2019-02-25,3,0.39396666666666663,0,0,0,0,0,1,0,0,0,0
2019-02-24,2019-02-24,1,0.6908,0,0,0,0,0,1,0,0,0,0
2019-02-23,2019-02-23,1,0.5255,0,0,0,0,0,1,0,0,0,0
2019-02-21,2019-02-21,5,0.10386000000000002,0,0,0,0,0,1,0,0,0,0
2019-02-20,2019-02-20,2,0.65465,0,0,0,0,0,1,0,0,0,0
2019-02-19,2019-02-19,2,-0.05135,0,0,0,0,0,0,0,0,0,0
2019-02-18,2019-02-18,4,0.332525,0,0,0,0,0,1,0,0,0,0
2019-02-16,2019-02-16,1,0.0,0,0,0,0,0,0,0,0,0,0
2019-02-15,2019-02-15,3,0.4453,0,0,0,0,0,1,0,0,0,0
2019-02-12,2019-02-12,2,0.3286,0,0,0,0,0,1,0,0,0,0
2019-02-11,2019-02-11,2,0.08275,0,0,0,0,0,1,0,0,0,0
2019-02-09,2019-02-09,1,0.5423,0,0,0,0,0,1,0,0,0,0
2019-02-08,2019-02-08,3,0.20046666666666668,0,0,0,0,0,0,0,0,0,0
2019-02-06,2019-02-06,1,0.4019,0,0,0,0,0,1,0,0,0,0
2019-02-05,2019-02-05,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-02-04,2019-02-04,1,0.2406,0,0,0,0,0,0,0,0,0,0
2019-02-03,2019-02-03,1,0.765,0,0,0,0,0,1,0,0,0,0
2019-02-02,2019-02-02,2,0.3497,0,0,0,0,0,1,0,0,0,0
2019-02-01,2019-02-01,2,0.1909,0,0,0,0,0,1,0,0,0,0
2019-01-31,2019-01-31,2,0.04400000000000001,0,0,0,0,0,0,0,0,0,0
2019-01-30,2019-01-30,2,0.6698,0,0,0,0,0,0,0,0,0,0
2019-01-29,2019-01-29,3,-0.2613666666666667,0,0,0,0,0,1,0,0,0,0
2019-01-25,2019-01-25,2,0.62665,0,0,0,0,0,1,0,0,0,0
2019-01-22,2019-01-22,1,0.0,0,0,0,0,0,1,0,0,0,0
2019-01-21,2019-01-21,2,0.23700000000000002,0,0,0,0,0,1,0,0,0,0
2019-01-20,2019-01-20,3,-0.3633,0,0,0,0,0,1,0,0,0,0
2019-01-17,2019-01-17,2,0.29295,0,0,0,1,0,1,0,0,0,0
2019-01-16,2019-01-16,6,0.12114999999999998,0,0,0,1,0,1,0,0,0,0
2019-01-15,2019-01-15,2,0.7211000000000001,0,0,0,0,0,1,0,0,0,0
2019-01-14,2019-01-14,3,0.48023333333333335,0,0,0,0,0,0,0,0,0,0
2019-01-13,2019-01-13,4,0.48829999999999996,0,0,0,0,0,1,0,0,1,0
2019-01-12,2019-01-12,2,-0.3119,0,0,0,0,0,1,0,0,0,0
2019-01-11,2019-01-11,3,0.22783333333333333,0,0,0,0,0,1,0,0,1,0
2019-01-10,2019-01-10,3,0.06229999999999999,0,0,0,0,0,1,0,0,0,0
2019-01-09,2019-01-09,4,-0.10225000000000001,0,0,0,1,0,0,0,0,0,0
2019-01-08,2019-01-08,3,-0.0894666666666667,0,0,0,0,0,1,0,0,0,0
2019-01-07,2019-01-07,1,0.25,0,0,0,0,0,1,0,0,0,0
2019-01-06,2019-01-06,1,0.2382,0,0,0,0,0,0,0,0,0,0
2019-01-05,2019-01-05,1,0.296,0,0,0,0,0,0,0,0,0,0
2019-01-04,2019-01-04,2,-0.80945,0,0,0,0,0,1,0,0,0,0
2019-01-03,2019-01-03,2,0.6379,0,0,0,0,0,1,0,0,0,0
2019-01-02,2019-01-02,2,0.15835,0,0,0,0,0,0,0,0,0,0
2019-01-01,2019-01-01,1,0.0,0,0,0,0,0,0,0,0,0,0
2018-12-31,2018-12-31,2,-0.3982,0,0,0,0,0,1,0,0,0,0
2018-12-30,2018-12-30,2,0.21114999999999998,0,0,0,1,0,1,0,0,0,0
2018-12-29,2018-12-29,4,0.37210000000000004,0,0,0,0,0,1,0,0,0,0
2018-12-28,2018-12-28,1,0.2023,0,0,0,0,0,0,0,0,0,0
2018-12-27,2018-12-27,3,0.24716666666666665,0,0,0,0,0,1,0,0,0,0
2018-12-26,2018-12-26,1,-0.2263,0,0,0,0,0,1,0,0,0,0
2018-12-24,2018-12-24,1,0.0,0,0,0,0,0,0,0,0,1,0
2018-12-23,2018-12-23,1,-0.5972,0,0,0,0,0,0,0,0,0,1
2018-12-22,2018-12-22,3,0.6016333333333334,0,0,0,1,0,0,0,0,0,1
2018-12-21,2018-12-21,1,0.8381,0,0,0,0,0,0,0,0,0,0
2018-12-20,2018-12-20,1,0.6808,0,0,0,0,0,0,0,0,0,0
2018-12-19,2018-12-19,4,0.32655,0,0,0,0,0,1,0,0,0,0
2018-12-18,2018-12-18,1,0.0,0,0,0,0,0,1,0,0,0,0
2018-12-17,2018-12-17,3,-0.057499999999999996,0,0,0,0,0,1,0,0,0,0
2018-12-15,2018-12-15,1,-0.5272,0,0,0,0,0,0,0,0,0,0
2018-12-14,2018-12-14,1,0.8705,0,0,0,0,0,0,0,0,0,0
2018-12-13,2018-12-13,2,0.44425,0,0,0,0,0,1,0,0,0,0
2018-12-12,2018-12-12,2,-0.22830000000000003,0,0,0,0,0,1,0,0,0,0
2018-12-11,2018-12-11,2,0.7127,0,0,0,0,0,1,0,0,0,0
